GLCode,ACCOUNTS,ACT2,AHMED        ,AKSHAYR,ALISON,ANDRIESD,ARISH        ,ARNOVM,ASHLEYC,ASHMEERD,AUTH1,BABALWA      ,BHAVANAM,BILAL,BOB,BONGAZ       ,BRADLEYJ,BRENTON,BUKELANI,CARL,CAROLT,CELESCIA,CHARLESE     ,CHARLESM,CHLAUTH,CHLBUY,CHLREQ,CHRISK,CHRISTIAAN   ,CHRISV       ,CLAUDES      ,CPTREQ,CRAIG        ,DANIELLEM    ,DARREL       ,DAVID        ,DAVIDS,DAVIDW       ,DENISES,DINESH,DONOVAN      ,DURVESHB     ,EDGARL       ,EDUANM,EUGENEJ      ,EVNBUY,EVNREQ,FORTUNATE    ,FRANCOIS,FRIKKIE      ,GARYW        ,GEOFFREY     ,GEORGE,GERTR,GRAHAMT      ,HANNELIE     ,HEINRICHE    ,HENDRIKL     ,HENNIEC,HENNIEVD,HENRYK,HLONIPHANI   ,HUGOB,IT           ,JAROD,JAUNM        ,JIVESHS,JOASHM,JOHANK       ,JOHANNESB,JOHNJ        ,JPVAN,KAREN,KARISAN,KARLC,KATED        ,KELSEYL,KESHNEE      ,KEVIN        ,KUBEN        ,LAURENCE     ,LEONI COMBRINK,LEONIEC,LINDA,LINETTE      ,LIZELLE      ,LUVUYO,MARKB,MARKD,MARKO        ,MARKS,MARLENEG,MARTINB,MATTHEWG     ,MBUSELENIZ   ,MERINDAG,MIKEH,MONAN        ,MOSESM,MTHOBISI,MTHOKOZISI,MUDDASAR     ,NAZEERE,NEIL,NELLIED,NIRVANA,NISHANC,NIZAAMA      ,NJABULOM,NJAUBLOM,NKULULEKOL,NOMCEBON,NOMFUNEKAM,NONKU,NTUTHUKO     ,OWENP        ,OWENR,PAULC,PETER        ,PHILIPV,PMBBUYER,PMBREQ,REGINALD,RICKS,ROBERT       ,RYANB        ,SAGREEM,SANDILES,SANELEN,SAROJ,SCHALKVL     ,SERVESHAN,SHAMLAG,SHANEG,SHANTALN,STANLEYT,STEPHANR,STRINI,SUEJ,TEGAN,TERENCE      ,THEMBENIN,THEOLAN      ,TKW1REQ,TKWAUTH,TKWAUTH1,TKWEMERG,TKWREQ,TRACEYH      ,TRACYS       ,UMHAUTH,UMHBUY,UMHGRN,UMHREQ,VANESSAA     ,WILHELMW,YOLISA       ,YURI,ZAHEER
CHLCHLMTN301401,,1,,,,,,,,,1,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,1,,,1,,,1,,,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN301402,,1,,,,,,,,,1,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,1,,,1,,,1,,,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN301500,,1,,,,,,,,,1,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN302101,,1,,,,,,,,,1,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,1,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN302300,,1,,,,,,,,,1,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,1,,,,,,,1,,,1,,,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN302400,,1,,,,,,,,,1,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,,,,1,,,1,,,1,,,,1,,,,1,,,,,1,,,1,,,,1,,,,,,,,,1,,,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN303900,,1,,,,,,,,,1,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,,1,,,,,,,,,1,,,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN305501,,1,,,,,,,,,1,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,1,,,1,,,1,,,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN305800,,1,,,,,,,,,,,1,,1,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,,,,,,,,1,,,1,,,1,,,,1,,,,1,,,,,,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,,1,,,1,,,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN401200,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,,,,,1,,,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN401401,1,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,,,,,,,,1,,,1,,1,1,,,,1,,,,1,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,1,1,,1,,,,1,1,,,,1,1,1,1,,,,,1,,,,,,,,,,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN402301,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,1,1,1,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510100,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510201,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510202,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510300,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510400,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510501,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510502,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510503,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510600,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510701,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510702,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,1
CHLCHLMTN510801,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510802,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510803,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510804,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510805,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510806,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510807,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN510900,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN520602,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN540100,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN540200,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN550100,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN550201,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN550302,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN550604,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN550605,,,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN550900,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,1
CHLCHLMTN560100,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN570101,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,1,,,1,,1,,,1,1,,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN570104,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,1,,,1,,1,,,1,1,,1,1,1,,,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN570105,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,1,,,1,,1,,,1,1,,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN570106,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,,,,,,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,1,,,1,,1,,,1,1,,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN570202,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN570301,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,,,,,,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN570402,,1,,,,,,,,,,,1,,,1,,,,1,1,1,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN570403,1,,,,,,,,,,,,1,,,1,,,,1,1,1,,,,,,,,,,,1,,,1,1,,1,1,,,,1,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,1,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN570601,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN570602,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN570603,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN570701,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,,,,,,,,1,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,1,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,1,1,,,1,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN570702,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,1,1,,1,,,,,1,,,1,,,,1,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN580102,,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,1,1,,1,1,1,,,1,,,,,,,1,,,1,,1,1,,,,1,,,,1,,,,,1,,,1,,,1,1,,,,,,,,,1,,,,,1,1,,1,1,,,1,1,,,,1,1,1,1,,,,,1,,,,,,,,,1,,,1,1,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN600400,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,1,,,,1,,,,,,,,1,,,1,1,,,,,,1,,,1,,,,,,1,,,1,,,1,,,,,1,1,,1,,,,,1,,,1,1,,,,,,,,,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,1,,1
CHLCHLMTN601901,1,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN601902,1,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,1,,,1,,1,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLMTN601903,1,1,,,,,,,,,,,1,,,1,,,,1,1,,,,1,1,1,,,,,,1,,,,1,,1,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,1,,,,,,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,1,1,,1,,,,,,,,,,,,1,,,,,1
CHLCHLPAY601000,,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLPAY601901,1,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLPAY601902,1,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
CHLCHLPAY601903,1,1,,,,,,,,,,,1,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,1
